weight_kg,distance_km,is_express,is_fragile,shipping_cost
45.78,2660.35,0,1,69.14
18.44,1235.77,1,0,35.4
29.24,1814.89,0,1,58.35
31.8,1891.91,0,1,53.94
1.15,1255.06,1,0,29.73
33.35,437.21,0,1,41.44
9.31,285.21,1,0,19.69
48.07,54.93,0,0,25.39
7.86,2621.24,0,0,35.83
21.02,713.24,1,0,34.99
4.72,638.46,0,0,14.07
49.85,2209.43,1,0,71.02
25.36,963.45,1,0,35.4
29.97,1520.6,0,0,35.71
3.82,491.72,0,0,15.15
37.62,2879.44,0,0,51.76
10.89,2555.49,0,0,38.07
44.95,2592.05,1,1,90.73
10.65,1223.29,0,0,18.95
9.94,2288.27,0,0,31.65
2.31,435.91,1,1,33.47
23.87,30.81,0,0,17.41
28.46,64.82,1,0,21.25
3.75,1761.87,0,0,25.19
38.89,1368.91,1,0,54.6
22.94,1556.46,0,1,45.51
26.46,27.35,0,0,20.22
22.32,1270.95,0,0,26.79
20.34,2155.61,0,0,41.68
28.2,1330.87,1,0,43.72
8.18,2198.0,0,0,28.87
9.51,702.89,1,1,40.18
43.16,2440.36,0,1,66.18
47.33,1767.35,0,0,47.16
18.98,636.24,0,0,21.42
13.9,713.98,0,0,16.36
32.38,1885.95,0,0,44.08
20.73,2490.67,0,0,42.51
1.76,1249.81,1,0,34.27
8.23,778.61,0,1,30.58
35.94,2601.7,0,0,50.03
33.12,2009.46,0,0,42.15
1.84,1347.02,0,0,22.21
11.49,1466.26,1,0,42.97
11.94,616.75,0,0,17.62
33.76,1882.27,0,0,36.91
1.48,1079.43,0,0,20.98
5.65,2986.96,0,0,39.09
40.1,1443.15,0,0,37.96
9.34,1460.23,0,0,25.29
32.81,1699.73,0,0,34.62
12.29,2750.68,0,0,41.29
5.42,2403.45,1,0,52.1
12.54,1356.13,0,1,39.28
36.25,2157.5,1,0,66.89
42.86,1760.78,0,0,46.63
41.6,1479.64,1,1,70.66
20.16,580.99,0,0,22.48
33.57,1394.49,0,0,35.66
10.65,741.23,0,0,17.66
15.01,2744.95,0,0,40.17
44.87,1009.54,0,1,52.06
1.14,2857.03,0,0,29.93
4.73,1601.5,0,0,21.46
10.79,1896.48,0,0,29.97
1.81,1631.11,0,0,21.59
9.48,392.49,1,0,17.2
29.36,1130.58,0,0,30.18
21.36,301.94,0,0,16.54
44.69,1870.75,0,0,44.82
40.96,1343.39,0,1,53.15
17.42,2335.06,0,0,37.07
13.34,665.31,1,0,25.96
19.29,497.88,0,0,19.17
29.72,1221.97,0,1,44.51
13.77,2780.12,0,0,36.19
31.4,2132.71,0,0,48.52
20.77,1259.68,1,0,37.75
27.83,1554.23,1,1,63.7
22.09,257.22,0,0,19.91
15.08,2953.8,0,0,42.98
47.45,2000.89,0,0,50.04
38.3,859.79,0,1,46.64
7.44,1759.5,0,0,26.91
43.49,332.9,1,1,48.56
24.63,2897.68,0,1,60.51
44.78,528.48,0,0,33.29
40.09,1945.85,0,0,47.14
21.55,740.14,1,0,30.52
1.61,2154.1,0,1,42.31
13.8,2331.58,1,0,61.2
27.31,2021.89,0,1,56.28
31.86,1845.43,0,0,43.34
13.27,2677.94,1,0,60.8
7.4,240.49,1,0,15.77
41.83,996.09,0,0,37.38
49.23,748.62,0,1,49.89
26.52,2964.1,1,0,78.17
9.0,1171.22,0,0,23.84
13.98,2199.18,0,0,31.91
1.41,2055.75,1,0,47.93
45.76,640.18,0,0,36.46
6.33,720.8,0,0,12.69
29.04,847.45,0,1,42.64
14.07,1236.33,0,0,25.15
27.93,706.8,0,0,24.04
32.75,63.86,0,0,19.81
41.57,2638.78,0,0,51.84
10.72,2897.0,0,0,41.33
1.04,1028.0,0,0,17.41
7.28,1018.83,0,0,16.67
45.05,26.24,1,0,29.68
43.76,2042.35,0,0,45.21
30.07,2477.19,1,0,65.55
30.23,444.09,0,1,38.64
33.42,483.2,1,0,34.18
9.18,2371.3,0,0,34.94
45.76,1850.79,0,0,46.39
21.23,139.36,1,0,17.36
19.47,1869.53,1,1,66.15
26.19,930.21,0,0,27.67
2.82,1109.33,1,0,25.93
8.73,2310.35,0,0,31.6
37.03,2433.75,1,0,71.65
4.6,1204.07,0,0,15.96
30.36,2841.72,0,0,46.5
12.64,1222.36,0,0,24.57
19.77,2316.65,0,0,38.08
14.79,1454.21,1,0,40.71
18.11,2693.11,0,0,38.71
36.09,2723.74,0,0,54.23
15.21,266.81,0,0,13.18
28.54,2809.8,0,0,48.0
24.06,2477.48,0,0,40.59
33.35,2374.98,0,1,60.52
46.87,606.73,1,0,41.72
36.76,2416.33,0,1,59.12
11.14,2551.15,0,0,36.06
2.04,871.01,1,0,26.42
13.48,2857.02,0,1,59.71
29.96,154.33,1,0,22.74
3.05,453.98,1,1,30.71
25.07,1615.06,0,0,39.21
30.04,1729.5,0,0,40.15
17.05,1937.22,0,0,31.35
38.66,55.82,0,1,38.34
5.78,2881.3,1,1,82.91
4.22,138.54,0,0,5.97
36.55,433.47,0,0,30.33
25.03,46.97,0,0,18.82
34.58,1702.74,0,1,55.61
22.02,2797.14,0,0,43.34
12.7,1999.51,1,0,49.76
41.05,2468.86,0,0,53.87
40.07,44.78,0,0,24.87
34.89,1628.34,0,0,37.7
13.97,1381.39,1,1,54.41
29.72,1499.41,0,0,35.33
18.37,221.28,1,1,31.03
5.03,2054.88,0,0,26.65
45.91,1512.15,1,0,56.65
7.27,2296.62,0,0,33.72
47.54,1458.45,0,0,41.14
22.58,452.4,0,1,31.42
9.66,1946.53,0,0,24.38
27.32,521.3,0,0,20.2
43.71,2617.82,0,0,56.44
36.75,1841.28,0,0,41.83
40.42,475.83,0,1,46.22
33.11,2887.2,1,0,80.64
34.77,1557.5,0,0,38.1
42.54,223.33,1,0,30.55
12.86,1882.36,0,0,32.86
24.73,763.33,0,0,25.36
11.45,2412.06,0,0,38.34
49.39,2454.38,0,0,55.79
47.23,2936.95,1,0,85.81
2.45,1508.1,0,1,35.06
35.43,1367.6,1,0,48.25
46.3,2261.66,1,0,76.43
9.44,401.75,0,1,27.72
28.61,1643.01,1,0,50.17
45.82,1641.01,0,1,60.12
2.18,272.97,1,1,26.31
35.02,1256.86,1,0,48.38
15.22,2560.59,0,0,42.94
46.26,2569.18,1,0,81.8
48.57,302.22,0,0,32.37
47.24,276.71,0,1,42.87
23.97,791.77,0,0,23.65
43.17,2624.92,0,0,54.61
42.31,391.06,0,0,27.14
16.3,2161.39,1,0,61.73
41.53,307.99,0,1,43.88
2.33,1871.3,0,0,25.0
30.02,1071.42,0,0,29.06
11.89,2367.8,0,1,50.86
6.47,704.9,1,0,19.44
4.31,1919.41,1,0,50.96
34.97,710.87,1,0,39.99
17.32,2142.41,0,0,37.55
36.38,2621.67,0,1,60.93
3.74,384.77,1,0,15.08
16.11,2600.45,1,0,68.09
27.2,1782.76,0,0,37.91
39.64,385.7,0,1,41.17
16.28,1285.49,1,0,37.22
31.48,486.78,1,1,44.35
44.36,2102.54,0,0,46.69
30.99,2277.81,1,0,69.87
12.03,321.86,0,1,24.43
1.71,1520.89,0,0,22.7
43.57,2444.8,0,0,48.0
1.55,2808.81,0,0,31.46
43.8,1542.99,0,0,37.3
26.68,2851.09,0,0,45.48
46.98,1609.39,0,0,48.36
40.04,1185.6,1,0,49.39
49.9,2545.37,1,1,92.86
17.86,1481.48,0,0,31.29
38.48,1418.35,0,0,41.5
20.4,1473.49,1,1,59.93
24.25,2541.12,0,0,47.63
31.56,2496.66,1,0,72.77
43.75,1213.54,1,0,52.85
49.21,1003.23,0,0,37.63
38.53,1478.32,1,0,55.4
21.18,1720.45,1,0,50.54
21.36,718.82,0,0,24.17
37.01,2382.9,0,0,45.62
12.32,1462.02,0,0,26.1
5.97,1005.47,0,0,16.0
18.05,324.93,0,0,11.91
14.72,720.34,0,0,22.06
15.17,2848.1,0,0,37.31
12.06,918.77,1,0,29.68
2.58,510.73,0,1,27.23
1.38,1384.72,0,1,35.36
49.39,924.73,0,1,53.24
21.67,110.3,0,0,17.62
19.52,972.82,0,0,25.67
34.14,1634.61,0,0,40.25
11.3,1657.38,0,0,31.56
47.52,1072.89,1,0,50.8
39.42,1344.67,1,0,51.77
4.93,2896.73,0,0,34.16
21.17,1135.16,0,0,28.03
44.02,778.39,0,1,51.46
47.26,734.18,1,0,42.84
23.64,1376.01,0,1,46.94
30.86,2279.76,1,0,65.3
8.77,621.93,0,1,32.28
49.56,2129.34,0,0,53.36
11.97,68.34,0,1,28.91
47.17,1259.7,1,0,54.07
32.66,2328.72,1,0,65.3
30.58,1019.51,0,0,28.96
25.88,1693.39,0,0,36.36
11.92,618.91,0,1,38.27
9.24,2227.28,0,1,46.04
11.41,161.58,1,0,15.08
9.73,2558.37,1,0,59.64
39.09,598.6,1,0,34.08
17.83,2623.82,1,1,79.7
3.36,1060.83,0,0,12.08
48.47,2169.44,1,0,76.01
44.25,961.08,1,0,40.77
46.42,2718.21,0,0,54.73
49.75,384.28,1,0,34.61
9.11,539.67,0,0,12.74
20.11,1481.63,1,0,48.13
38.03,250.41,0,0,27.02
34.95,591.96,0,0,25.98
8.12,2831.58,0,0,35.9
40.88,2929.59,0,0,52.82
11.61,1131.9,0,0,22.02
11.58,2770.24,0,0,38.92
27.08,1636.75,0,1,54.65
29.85,812.88,0,1,38.26
29.21,2108.68,1,1,76.69
5.03,1978.41,1,1,61.29
43.93,2967.43,0,0,59.01
13.65,798.82,1,0,28.69
6.91,2017.82,0,0,30.11
44.49,160.81,1,1,46.33
47.8,345.37,0,0,30.03
43.18,16.74,0,0,29.78
40.57,2998.38,0,0,57.27
32.93,2407.81,0,0,47.83
27.77,2361.24,1,0,69.27
4.81,1531.63,1,1,54.08
20.72,903.7,0,0,28.1
18.95,458.04,0,1,35.0
13.36,857.6,1,0,28.28
36.31,1131.03,1,0,45.76
25.05,2270.15,0,1,55.16
4.51,1621.29,0,1,37.17
11.4,237.06,0,0,17.15
34.32,59.0,0,0,23.49
4.27,311.48,0,0,10.49
42.63,1234.44,0,0,39.63
25.01,2799.91,1,0,80.95
24.29,1914.02,0,1,48.46
29.82,2406.47,1,0,65.93
41.32,1401.79,1,0,50.25
17.72,1088.19,1,0,35.04
34.06,329.66,0,1,40.94
28.5,2628.42,1,1,85.66
13.72,2350.56,0,0,34.02
43.99,508.51,0,0,32.44
39.97,1539.22,0,0,39.12
33.09,1464.69,0,0,36.97
42.6,1877.15,1,0,66.63
43.43,2838.83,1,1,100.18
35.56,1741.42,0,1,57.4
41.93,1622.95,0,0,44.91
35.02,155.72,0,0,24.78
34.17,193.41,0,0,23.62
31.12,566.1,1,0,29.95
37.76,102.25,0,0,23.92
8.35,2231.34,1,0,52.49
44.1,2171.37,0,0,50.59
43.66,412.49,0,0,31.82
1.95,2509.06,0,0,32.81
41.38,468.58,0,0,27.47
6.88,907.02,0,0,21.09
17.09,750.69,1,0,27.49
37.3,1120.06,1,0,43.3
8.46,767.72,0,0,15.81
40.99,1469.41,0,1,61.4
41.69,1225.19,0,0,37.13
25.62,2959.78,0,1,61.59
0.82,172.5,0,0,6.65
14.71,430.83,0,0,16.29
31.04,163.21,1,0,21.83
49.07,1879.39,1,0,67.48
31.77,168.26,1,1,41.94
13.36,2510.14,0,1,52.57
31.88,1538.26,1,1,63.93
27.23,1583.39,0,0,33.59
39.1,1686.98,0,0,40.04
5.8,516.59,1,0,18.36
38.17,597.08,0,0,33.38
27.29,959.86,0,0,27.87
48.17,1782.52,1,1,79.51
17.42,634.3,1,1,45.84
31.81,353.41,1,0,30.17
46.64,2910.5,0,0,58.86
5.57,70.84,0,0,13.39
46.89,2409.08,1,0,77.85
34.55,2365.17,0,0,40.96
3.86,895.16,0,1,32.96
15.4,411.2,0,0,12.83
35.55,441.16,0,0,28.32
3.83,2093.81,0,0,23.57
29.32,1930.21,0,0,37.79
17.62,2349.32,0,1,51.39
31.24,2812.76,0,0,46.82
2.76,2077.32,0,1,41.28
43.64,471.78,0,0,34.12
48.69,734.11,1,0,42.24
48.46,2527.37,0,0,55.87
37.61,631.87,0,0,27.71
6.94,222.2,1,0,12.44
38.03,2111.32,0,0,45.94
1.72,1210.57,0,0,15.47
1.6,2760.52,0,0,30.12
16.52,1952.51,1,1,68.54
24.69,275.8,1,1,40.67
38.64,2843.83,1,0,81.0
34.32,779.38,1,1,51.61
22.57,1014.95,0,0,26.82
14.04,1209.77,0,0,24.26
49.86,158.42,0,0,32.12
21.6,1492.06,0,1,39.4
22.84,374.34,1,0,21.24
8.6,1205.91,0,0,19.25
39.84,1055.38,0,0,35.85
34.84,2319.66,1,0,69.28
11.43,2410.5,0,0,36.41
4.58,464.47,0,0,12.58
34.18,1102.82,0,0,29.87
32.9,1123.19,0,1,51.3
14.03,458.47,0,1,34.78
47.57,2396.37,0,1,64.6
7.98,2123.15,0,0,31.05
21.9,575.19,1,0,25.97
47.21,1103.33,1,0,51.02
21.28,321.89,0,0,21.49
32.11,1886.48,0,1,60.24
20.18,368.51,1,0,24.34
14.07,2957.87,1,1,86.93
49.21,2343.14,0,0,52.19
20.76,1173.76,0,1,42.57
44.76,1737.8,1,0,65.53
11.88,2734.47,0,0,38.17
11.05,1664.53,0,0,24.95
2.04,527.62,0,0,7.25
32.76,1139.22,0,0,34.05
18.74,2530.22,0,0,40.29
43.29,1934.42,0,0,44.37
23.92,1953.92,1,1,73.61
48.43,2601.13,0,0,54.17
9.68,2682.45,0,0,36.33
43.5,2759.78,0,0,54.3
38.94,289.07,1,0,29.37
38.66,1634.66,0,0,41.27
42.32,2222.83,0,0,51.27
38.17,2272.0,0,0,43.95
31.5,1822.12,1,0,58.41
7.0,504.53,0,0,13.97
2.11,2393.27,0,0,30.37
46.08,2161.73,0,0,51.84
31.02,262.98,1,0,25.89
39.93,1394.11,0,0,40.11
24.34,526.06,1,0,29.48
6.31,1015.74,1,0,27.21
6.7,59.15,1,0,10.28
34.44,1203.99,0,0,33.63
21.8,1651.88,1,1,63.61
10.43,1860.65,0,0,28.01
24.83,1992.15,0,0,38.52
3.68,2509.69,1,0,57.24
29.31,650.31,0,0,27.14
13.82,365.84,0,0,15.52
39.98,2555.35,0,0,46.53
15.86,474.06,0,1,32.75
23.03,2924.41,0,0,45.92
1.08,2528.4,1,0,56.71
4.09,1505.13,1,0,35.66
19.93,2944.36,0,1,56.42
24.26,296.64,0,0,21.66
30.2,912.68,1,0,37.67
14.94,1916.48,0,0,32.06
34.9,1053.27,0,0,32.28
43.08,2785.48,0,0,54.38
39.1,201.55,0,1,40.44
2.46,1650.49,0,0,20.32
24.29,1774.64,0,0,36.07
5.69,1959.92,0,0,25.94
12.48,770.72,0,0,19.36
49.34,1096.88,0,0,41.66
7.55,2531.82,1,0,57.95
25.19,588.85,1,0,26.36
31.1,2481.47,0,0,51.43
35.27,1690.15,0,0,38.22
28.2,2287.75,1,1,81.41
0.98,2142.25,0,0,31.76
16.66,626.5,1,0,27.83
26.13,1708.59,0,0,34.4
4.85,2603.83,1,1,74.33
17.86,1299.19,0,0,24.84
2.14,2899.94,0,0,37.28
4.39,1359.38,1,0,35.8
20.15,432.64,0,0,18.11
7.07,1171.36,0,0,17.64
28.59,2855.35,0,1,59.55
34.63,962.56,1,1,59.03
40.13,2604.95,0,0,51.41
10.41,2644.35,0,0,37.18
8.79,1053.81,0,0,17.88
5.68,254.36,0,1,21.72
32.0,2175.05,0,0,45.16
35.47,937.98,0,0,32.22
2.06,2349.86,0,0,31.8
46.84,1330.75,0,0,40.76
3.07,1458.37,0,0,20.53
27.29,2334.84,0,0,43.78
35.6,1150.18,0,0,36.13
43.61,1332.17,0,0,42.12
35.85,1131.69,1,0,44.82
40.19,1105.18,0,0,37.68
17.3,1580.21,1,0,48.03
40.83,2427.35,0,0,49.43
4.47,1088.5,0,0,16.83
44.79,1575.14,0,1,61.51
27.61,2013.83,0,0,37.31
40.96,811.97,1,0,43.29
22.89,836.18,1,0,33.02
32.36,2800.57,1,0,72.59
26.56,2171.99,0,0,42.82
36.71,1733.67,0,0,33.8
4.54,1944.92,0,0,21.76
3.49,92.75,1,0,9.92
12.73,1856.22,0,1,46.25
8.4,1530.98,0,1,37.91
43.65,1639.52,0,1,58.59
11.35,1081.47,0,0,15.16
48.81,249.01,1,1,51.15
17.18,584.05,0,0,20.05
9.51,2852.48,0,0,38.17
39.59,1229.06,0,0,37.14
33.11,1402.72,1,0,50.84
25.16,162.87,0,1,34.14
27.99,117.51,1,0,16.66
36.1,2152.96,0,0,50.07
11.81,1616.59,1,0,46.24
49.82,1528.57,1,1,72.27
48.75,733.16,0,0,35.84
32.69,2235.53,0,1,58.11
10.38,508.87,0,0,17.97
34.17,573.85,0,0,22.43
4.07,1384.83,1,0,33.49
2.02,862.41,0,0,10.23
13.26,746.15,0,0,18.38
23.4,1937.49,0,0,34.89
43.48,1954.66,0,0,46.49
36.49,2474.43,1,0,71.22
37.26,1256.04,0,0,34.31
21.56,223.89,1,0,21.81
17.62,824.63,1,0,31.44
18.87,2940.12,0,0,45.21
49.39,1790.79,0,0,47.16
2.49,2130.66,1,0,47.43
43.42,27.04,0,0,26.68
29.14,1557.03,0,0,36.4
22.21,117.4,0,0,11.84
36.4,1709.84,0,1,56.28
24.59,2762.71,1,0,73.32
43.73,2905.42,0,1,71.08
45.08,1623.96,0,0,43.41
21.38,1377.32,1,0,36.82
14.2,2835.33,1,0,67.71
29.82,2022.46,0,1,59.61
45.66,199.37,1,0,31.85
10.93,1399.85,0,0,23.69
31.34,724.53,1,1,50.2
31.76,1412.06,0,0,35.89
36.79,1369.12,0,0,38.73
7.01,1748.52,1,0,42.9
35.93,1073.53,0,0,34.76
45.5,496.99,1,0,41.88
9.39,1513.64,0,0,27.35
12.26,2491.46,1,0,66.81
48.58,1993.72,1,0,67.52
9.46,1018.41,0,0,24.1
42.79,2806.89,1,0,80.56
24.87,2737.06,0,0,45.69
12.74,632.0,1,0,25.84
43.6,123.06,0,0,26.75
22.54,2225.22,1,0,61.0
25.98,2483.69,0,0,45.1
18.28,2903.75,0,0,41.4
29.85,2670.06,0,1,65.8
8.59,1803.6,0,0,23.87
19.86,1592.51,1,0,51.63
48.49,88.38,0,0,32.63
13.28,743.74,0,0,18.85
33.01,1381.55,0,1,49.31
16.6,1887.37,0,0,30.9
38.79,1673.97,0,0,40.79
6.98,2229.19,1,0,52.95
48.51,842.9,1,0,49.25
22.96,1697.03,0,0,38.37
12.18,268.99,0,0,14.28
4.14,1243.93,0,0,17.39
8.9,2251.73,0,0,30.6
26.23,2081.74,0,0,38.47
17.18,2971.97,1,0,70.46
41.53,837.28,0,0,31.19
21.83,1497.08,1,0,51.1
12.81,991.94,0,1,37.08
31.05,1324.61,0,0,31.69
35.49,2571.57,0,1,65.5
8.77,2054.21,0,0,26.98
8.8,2647.91,0,0,33.14
2.32,614.52,1,0,16.44
36.95,2620.72,0,0,53.82
33.36,183.99,1,1,39.73
23.99,2666.35,0,1,52.56
42.29,990.58,0,0,39.07
40.38,947.19,0,0,33.9
29.48,1538.71,0,0,30.5
43.48,2822.37,0,1,69.17
10.69,148.11,0,0,13.13
6.04,1059.93,0,0,19.63
13.85,2570.43,0,0,42.13
3.33,1191.18,0,0,16.44
26.79,601.47,0,0,24.53
46.86,1277.26,0,0,39.45
2.45,1159.73,1,1,40.56
6.54,2746.67,0,0,37.95
22.88,2286.99,1,0,63.34
46.73,1517.82,0,0,44.25
16.15,2965.17,1,0,73.45
25.61,1398.51,0,0,30.08
2.56,179.42,1,0,7.35
7.84,790.51,0,0,16.92
49.34,1311.03,1,0,58.79
48.27,474.92,0,0,37.91
0.74,2842.96,0,0,35.79
47.61,2301.71,0,0,51.9
32.14,808.52,0,0,29.83
43.46,1774.46,0,0,44.5
23.01,2165.74,0,0,35.6
26.02,2824.13,0,0,46.31
24.7,2645.5,1,1,81.92
33.51,1548.0,0,0,36.92
7.41,2325.08,1,0,59.3
1.98,1688.62,0,0,24.94
15.74,1660.35,0,0,27.17
35.38,348.65,1,0,29.48
10.49,382.78,1,0,15.82
33.83,1590.95,1,0,53.58
48.51,810.24,0,0,39.96
5.15,68.01,0,0,9.89
33.79,2169.9,0,0,49.81
22.47,102.3,0,0,20.24
43.47,1787.85,0,0,45.13
9.27,1619.89,1,1,58.73
34.78,2906.6,1,1,95.02
41.99,1455.22,0,1,52.73
47.26,195.49,0,1,48.85
34.32,1657.31,1,0,57.83
25.11,2524.08,0,1,57.19
31.08,2990.56,0,0,51.13
43.51,1293.88,0,0,42.8
28.75,964.29,0,0,31.13
2.0,2720.43,1,0,56.75
46.58,577.77,0,1,49.68
34.63,1848.21,0,0,40.38
33.99,1220.11,0,0,36.98
11.18,128.04,1,0,15.73
33.11,1045.13,1,0,45.76
20.0,799.36,0,0,20.2
32.74,2059.84,0,1,55.01
5.78,2846.63,0,0,39.14
33.06,807.8,0,0,28.13
49.97,2435.34,0,0,50.54
2.89,170.8,0,0,9.48
48.87,1616.67,0,0,44.23
20.64,216.3,0,0,21.96
43.6,2802.43,0,0,55.57
39.23,2300.22,1,0,71.02
28.57,1975.56,0,0,38.12
37.05,2472.57,0,0,52.23
43.99,1944.32,1,0,66.78
20.5,2906.99,0,0,43.3
16.69,2143.3,1,1,69.22
33.55,2774.35,0,0,49.33
40.49,1553.81,0,0,38.34
38.23,355.61,1,0,33.8
39.99,1586.89,0,0,36.34
22.06,384.98,1,0,23.38
40.98,1779.52,0,0,44.81
6.45,1450.07,0,0,23.58
27.45,1869.61,0,0,35.63
0.79,35.09,0,0,7.39
16.57,588.55,0,0,16.95
18.64,1476.53,0,0,29.03
20.11,2851.76,0,1,60.2
34.93,1153.91,0,0,35.16
19.73,1275.99,1,1,53.7
22.71,2145.51,0,0,40.8
12.26,1813.36,1,0,47.61
18.98,900.28,0,0,25.35
11.75,1235.4,0,0,27.05
4.12,657.01,1,0,23.0
30.37,2898.23,0,0,51.97
33.58,396.25,0,0,26.23
31.16,1118.65,0,0,33.75
23.44,82.39,0,0,18.08
19.3,669.23,0,0,18.32
43.24,2342.51,1,1,89.22
26.19,607.52,0,0,24.81
24.22,244.79,1,0,23.46
1.77,1425.99,0,0,19.82
17.39,34.86,0,0,12.14
19.32,258.87,0,0,18.89
20.24,2423.84,1,0,60.31
29.22,2315.56,1,0,69.57
26.91,2745.84,0,0,45.34
30.59,2564.27,0,0,46.55
38.36,2051.11,0,0,46.09
40.74,161.74,0,1,43.47
36.05,2349.63,0,0,43.0
47.8,2537.3,1,0,81.71
1.4,2398.25,0,0,30.44
10.19,1527.89,1,1,54.07
0.87,702.54,0,0,10.59
32.55,2536.76,0,0,45.81
44.95,2182.85,0,1,61.06
12.55,2942.38,1,0,74.43
46.39,471.3,1,0,41.34
3.48,680.87,0,0,14.68
46.75,639.34,0,0,34.21
17.91,2378.66,0,1,52.25
5.52,564.79,0,0,15.3
24.55,204.65,0,0,23.72
13.21,2995.69,1,0,70.09
14.6,79.33,0,0,10.3
15.71,2506.56,1,0,66.86
40.25,1099.27,0,0,31.65
27.19,2525.64,0,1,56.33
15.91,1666.09,1,0,45.66
30.71,2705.39,0,0,43.51
35.95,2778.95,1,0,81.33
13.99,32.25,0,0,14.46
20.97,230.86,0,0,16.36
6.53,754.82,1,0,26.56
9.47,2009.6,1,0,53.55
34.22,2665.38,0,0,48.48
9.48,1382.53,0,0,22.44
26.5,1822.88,1,1,75.35
35.6,569.56,1,0,35.99
5.79,2415.88,0,0,32.69
28.58,2902.15,1,0,80.74
13.2,809.45,0,0,20.45
48.16,1487.0,0,0,42.69
24.44,262.92,0,0,20.05
40.4,1679.61,0,1,59.59
27.74,1510.84,1,0,44.1
2.65,437.59,0,0,9.98
31.84,1328.99,1,0,50.96
47.59,1005.64,0,0,37.57
30.28,1567.88,1,0,55.36
41.05,1759.03,1,0,64.24
44.27,30.44,0,1,42.27
11.79,2284.21,0,1,47.32
11.0,2140.48,0,0,31.18
30.74,1102.03,1,0,49.07
20.85,163.54,1,0,23.38
42.07,2266.02,0,1,64.01
45.05,2865.75,1,0,83.32
17.99,724.25,0,0,21.53
12.23,973.96,0,0,21.46
39.14,555.52,1,0,32.57
14.1,1732.92,0,0,29.58
41.22,468.75,1,1,53.29
21.48,1071.8,0,1,36.96
33.54,2092.55,0,0,44.76
5.23,1682.55,0,0,27.88
31.38,1162.46,0,1,45.91
22.86,1263.65,1,0,45.94
29.54,1688.52,0,0,34.93
8.82,22.56,0,0,10.74
36.98,240.14,0,1,40.12
43.21,2644.37,0,0,52.28
11.23,238.25,1,0,13.84
5.24,2121.88,0,1,45.58
1.67,2760.51,0,0,35.56
32.28,815.7,1,1,52.29
30.55,1114.62,0,0,28.02
27.56,1708.92,1,0,53.97
11.98,2645.72,0,0,38.5
19.85,2826.01,0,0,42.64
29.93,2219.99,1,0,69.03
25.09,264.43,1,1,33.92
49.4,2009.12,0,0,44.25
7.25,1233.86,0,1,34.14
34.91,1414.75,0,0,38.38
20.51,152.2,0,0,14.14
21.7,577.23,1,0,24.94
36.02,2372.59,0,0,49.11
34.78,1364.61,0,0,37.19
49.57,908.48,1,1,63.9
6.86,1155.14,0,0,21.93
5.65,2563.93,0,0,32.4
36.35,2248.25,1,0,67.19
29.13,820.58,1,0,38.0
14.07,356.92,0,0,12.24
4.43,759.73,0,0,9.46
4.74,2762.67,0,0,33.91
44.76,1746.86,0,0,47.18
10.0,1602.77,0,0,26.67
16.51,1791.2,1,0,51.22
11.72,1101.25,1,0,27.84
18.07,2422.29,1,1,78.27
3.94,1572.24,0,0,24.33
26.19,354.66,1,0,21.81
3.85,391.55,0,0,12.99
40.12,1612.89,0,1,55.91
12.07,2810.03,0,0,46.81
27.23,928.51,0,0,22.46
44.06,2609.28,1,0,82.64
32.72,2293.47,0,0,43.31
26.88,747.2,0,0,21.87
16.55,113.84,1,0,14.24
16.98,310.03,0,0,17.29
33.64,2186.84,1,0,68.15
49.71,603.01,0,0,40.19
33.26,1116.96,0,0,36.35
28.11,1507.59,1,0,46.79
36.67,2177.78,0,1,62.94
23.53,344.13,0,0,21.18
3.48,1222.07,0,1,32.32
28.33,1457.79,0,0,33.22
47.9,1624.78,0,1,58.42
9.18,2455.99,0,0,34.24
34.66,519.18,0,0,25.7
10.45,2424.46,1,0,56.14
27.02,2080.17,0,0,40.51
5.29,1669.83,0,0,25.91
22.79,2100.09,0,0,36.93
37.93,1238.99,1,0,52.16
17.7,419.5,1,0,21.59
33.41,1998.97,1,0,60.93
39.87,1576.39,1,0,58.12
46.4,1919.93,0,0,47.07
12.11,1017.31,0,0,21.44
20.27,2721.07,0,1,51.04
8.04,1764.17,0,0,26.71
49.63,260.78,0,0,27.85
46.39,1352.16,0,1,53.66
27.23,2270.29,1,0,60.68
42.18,2383.43,1,0,71.15
26.29,1486.32,0,1,46.63
31.37,2684.77,1,0,73.16
4.91,806.67,0,0,17.18
37.89,1234.74,0,1,51.85
6.82,2696.3,0,1,45.62
41.39,2689.29,0,0,52.8
39.21,2058.71,0,0,45.99
35.58,2577.65,1,0,73.52
2.29,270.88,0,0,8.7
15.5,2595.66,0,0,39.18
13.52,965.26,0,0,23.33
18.33,539.1,0,1,30.62
4.84,721.91,1,1,36.25
46.88,1256.82,0,0,44.78
27.91,757.32,1,0,37.64
15.62,965.1,1,0,34.24
20.15,409.26,0,0,20.51
22.64,892.05,0,0,29.38
30.23,1718.99,1,0,59.29
26.03,1328.35,1,0,44.26
46.01,1043.42,0,1,51.02
25.1,2240.62,1,0,61.69
49.61,2681.06,1,0,91.17
42.65,2271.58,0,0,45.12
10.82,999.34,0,0,19.23
46.56,2234.6,1,1,84.44
6.26,460.18,0,0,13.04
40.96,395.3,0,0,26.43
19.34,1040.15,0,0,24.8
43.96,2424.07,0,0,46.35
43.47,742.81,0,1,50.71
40.39,194.44,1,0,32.14
